File name: 1064_1.txt, Given class: neg, Original Class: neg
File name: 6630_1.txt, Given class: neg, Original Class: neg

File name: 12364_2.txt, Given class: neg, Original Class: neg

File name: 4465_4.txt, Given class: neg, Original Class: neg

File name: 222_3.txt, Given class: neg, Original Class: neg

File name: 4745_1.txt, Given class: neg, Original Class: neg

File name: 3534_3.txt, Given class: neg, Original Class: neg

File name: 8239_1.txt, Given class: neg, Original Class: neg

File name: 4206_1.txt, Given class: neg, Original Class: neg

File name: 2207_1.txt, Given class: neg, Original Class: neg

File name: 9353_4.txt, Given class: pos, Original Class: neg

File name: 2989_3.txt, Given class: neg, Original Class: neg

File name: 4853_2.txt, Given class: neg, Original Class: neg

File name: 8479_3.txt, Given class: neg, Original Class: neg

File name: 6729_1.txt, Given class: neg, Original Class: neg

File name: 6506_2.txt, Given class: neg, Original Class: neg

File name: 10517_1.txt, Given class: neg, Original Class: neg

File name: 11867_2.txt, Given class: neg, Original Class: neg

File name: 8888_4.txt, Given class: neg, Original Class: neg

File name: 4234_1.txt, Given class: neg, Original Class: neg

File name: 12409_4.txt, Given class: pos, Original Class: neg

File name: 2028_1.txt, Given class: neg, Original Class: neg

File name: 1448_2.txt, Given class: neg, Original Class: neg

File name: 9033_4.txt, Given class: neg, Original Class: neg

File name: 9897_1.txt, Given class: neg, Original Class: neg

File name: 3045_1.txt, Given class: neg, Original Class: neg

File name: 5813_4.txt, Given class: neg, Original Class: neg

File name: 11074_1.txt, Given class: neg, Original Class: neg

File name: 6617_3.txt, Given class: pos, Original Class: neg

File name: 5439_1.txt, Given class: neg, Original Class: neg

File name: 1488_4.txt, Given class: pos, Original Class: neg

File name: 10798_1.txt, Given class: neg, Original Class: neg

File name: 5636_3.txt, Given class: neg, Original Class: neg

File name: 4183_1.txt, Given class: neg, Original Class: neg

File name: 4232_3.txt, Given class: neg, Original Class: neg

File name: 5875_3.txt, Given class: neg, Original Class: neg

File name: 6129_1.txt, Given class: neg, Original Class: neg

File name: 12153_4.txt, Given class: neg, Original Class: neg

File name: 8454_1.txt, Given class: neg, Original Class: neg

File name: 3087_1.txt, Given class: neg, Original Class: neg

File name: 11681_1.txt, Given class: neg, Original Class: neg

File name: 12498_1.txt, Given class: neg, Original Class: neg

File name: 8950_1.txt, Given class: neg, Original Class: neg

File name: 1630_1.txt, Given class: neg, Original Class: neg

File name: 4023_3.txt, Given class: neg, Original Class: neg

File name: 3989_3.txt, Given class: neg, Original Class: neg

File name: 4648_2.txt, Given class: neg, Original Class: neg

File name: 4397_4.txt, Given class: neg, Original Class: neg

File name: 9493_4.txt, Given class: neg, Original Class: neg

File name: 3251_3.txt, Given class: neg, Original Class: neg

File name: 7023_2.txt, Given class: neg, Original Class: neg

File name: 9655_3.txt, Given class: neg, Original Class: neg

File name: 4348_4.txt, Given class: neg, Original Class: neg

File name: 2862_1.txt, Given class: neg, Original Class: neg

File name: 2006_1.txt, Given class: neg, Original Class: neg

File name: 5244_3.txt, Given class: neg, Original Class: neg

File name: 598_1.txt, Given class: neg, Original Class: neg

File name: 554_4.txt, Given class: neg, Original Class: neg

File name: 5721_4.txt, Given class: neg, Original Class: neg

File name: 11052_4.txt, Given class: neg, Original Class: neg

File name: 9871_1.txt, Given class: neg, Original Class: neg

File name: 271_4.txt, Given class: neg, Original Class: neg

File name: 388_1.txt, Given class: neg, Original Class: neg

File name: 12459_1.txt, Given class: neg, Original Class: neg

File name: 3809_2.txt, Given class: neg, Original Class: neg

File name: 6146_1.txt, Given class: neg, Original Class: neg

File name: 9845_3.txt, Given class: neg, Original Class: neg

File name: 233_2.txt, Given class: neg, Original Class: neg

File name: 11038_1.txt, Given class: neg, Original Class: neg

File name: 3693_3.txt, Given class: neg, Original Class: neg

File name: 7600_1.txt, Given class: neg, Original Class: neg

File name: 1434_4.txt, Given class: neg, Original Class: neg

File name: 10698_1.txt, Given class: neg, Original Class: neg

File name: 6736_2.txt, Given class: neg, Original Class: neg

File name: 10086_1.txt, Given class: neg, Original Class: neg

File name: 10655_2.txt, Given class: neg, Original Class: neg

File name: 1533_4.txt, Given class: neg, Original Class: neg

File name: 5514_3.txt, Given class: neg, Original Class: neg

File name: 5369_3.txt, Given class: neg, Original Class: neg

File name: 9196_1.txt, Given class: neg, Original Class: neg

File name: 6069_3.txt, Given class: neg, Original Class: neg

File name: 9093_4.txt, Given class: neg, Original Class: neg

File name: 1088_3.txt, Given class: neg, Original Class: neg

File name: 8694_2.txt, Given class: neg, Original Class: neg

File name: 6895_1.txt, Given class: neg, Original Class: neg

File name: 7146_1.txt, Given class: neg, Original Class: neg

File name: 3999_2.txt, Given class: neg, Original Class: neg

File name: 809_1.txt, Given class: neg, Original Class: neg

File name: 3234_1.txt, Given class: pos, Original Class: neg

File name: 7506_1.txt, Given class: neg, Original Class: neg

File name: 8914_1.txt, Given class: neg, Original Class: neg

File name: 102_4.txt, Given class: neg, Original Class: neg

File name: 9499_2.txt, Given class: neg, Original Class: neg

File name: 805_1.txt, Given class: neg, Original Class: neg

File name: 10152_1.txt, Given class: neg, Original Class: neg

File name: 11220_1.txt, Given class: neg, Original Class: neg

File name: 9719_1.txt, Given class: neg, Original Class: neg

File name: 1603_4.txt, Given class: neg, Original Class: neg

File name: 3787_2.txt, Given class: neg, Original Class: neg

File name: 2032_1.txt, Given class: neg, Original Class: neg

File name: 3705_1.txt, Given class: neg, Original Class: neg

File name: 4170_4.txt, Given class: neg, Original Class: neg

File name: 6922_3.txt, Given class: neg, Original Class: neg

File name: 4036_2.txt, Given class: neg, Original Class: neg

File name: 2320_1.txt, Given class: neg, Original Class: neg

File name: 7818_2.txt, Given class: neg, Original Class: neg

File name: 169_4.txt, Given class: neg, Original Class: neg

File name: 9227_1.txt, Given class: neg, Original Class: neg

File name: 9573_4.txt, Given class: neg, Original Class: neg

File name: 2961_4.txt, Given class: neg, Original Class: neg

File name: 6063_3.txt, Given class: neg, Original Class: neg

File name: 5396_1.txt, Given class: neg, Original Class: neg

File name: 2647_2.txt, Given class: neg, Original Class: neg

File name: 5648_1.txt, Given class: neg, Original Class: neg

File name: 9454_1.txt, Given class: neg, Original Class: neg

File name: 12355_3.txt, Given class: neg, Original Class: neg

File name: 5976_2.txt, Given class: neg, Original Class: neg

File name: 10525_4.txt, Given class: neg, Original Class: neg

File name: 6484_3.txt, Given class: neg, Original Class: neg

File name: 11500_4.txt, Given class: neg, Original Class: neg

File name: 4392_2.txt, Given class: neg, Original Class: neg

File name: 5163_1.txt, Given class: neg, Original Class: neg

File name: 1522_1.txt, Given class: neg, Original Class: neg

File name: 4841_3.txt, Given class: pos, Original Class: neg

File name: 10609_1.txt, Given class: neg, Original Class: neg

File name: 8594_3.txt, Given class: neg, Original Class: neg

File name: 11124_2.txt, Given class: neg, Original Class: neg

File name: 9553_2.txt, Given class: pos, Original Class: neg

File name: 4557_3.txt, Given class: neg, Original Class: neg

File name: 10889_2.txt, Given class: neg, Original Class: neg

File name: 424_2.txt, Given class: neg, Original Class: neg

File name: 11236_1.txt, Given class: neg, Original Class: neg

File name: 11261_4.txt, Given class: neg, Original Class: neg

File name: 6421_1.txt, Given class: neg, Original Class: neg

File name: 3321_1.txt, Given class: neg, Original Class: neg

File name: 4421_1.txt, Given class: neg, Original Class: neg

File name: 5585_1.txt, Given class: neg, Original Class: neg

File name: 11161_1.txt, Given class: neg, Original Class: neg

File name: 7983_4.txt, Given class: neg, Original Class: neg

File name: 3_4.txt, Given class: neg, Original Class: neg

File name: 11072_2.txt, Given class: neg, Original Class: neg

File name: 4448_1.txt, Given class: neg, Original Class: neg

File name: 8863_4.txt, Given class: neg, Original Class: neg

File name: 11812_4.txt, Given class: pos, Original Class: neg

File name: 4422_3.txt, Given class: neg, Original Class: neg

File name: 5102_3.txt, Given class: pos, Original Class: neg

File name: 7848_2.txt, Given class: pos, Original Class: neg

File name: 5818_3.txt, Given class: neg, Original Class: neg

File name: 3226_2.txt, Given class: neg, Original Class: neg

File name: 8515_2.txt, Given class: neg, Original Class: neg

File name: 150_4.txt, Given class: neg, Original Class: neg

File name: 6407_1.txt, Given class: neg, Original Class: neg

File name: 6312_1.txt, Given class: neg, Original Class: neg

File name: 10054_3.txt, Given class: neg, Original Class: neg

File name: 6646_1.txt, Given class: neg, Original Class: neg

File name: 9852_4.txt, Given class: neg, Original Class: neg

File name: 3497_1.txt, Given class: neg, Original Class: neg

File name: 6054_1.txt, Given class: neg, Original Class: neg

File name: 5761_3.txt, Given class: neg, Original Class: neg

File name: 5269_1.txt, Given class: neg, Original Class: neg

File name: 1729_1.txt, Given class: neg, Original Class: neg

File name: 3441_2.txt, Given class: neg, Original Class: neg

File name: 1991_2.txt, Given class: neg, Original Class: neg

File name: 9019_3.txt, Given class: neg, Original Class: neg

File name: 3676_1.txt, Given class: neg, Original Class: neg

File name: 6393_3.txt, Given class: neg, Original Class: neg

File name: 12332_4.txt, Given class: neg, Original Class: neg

File name: 470_4.txt, Given class: neg, Original Class: neg

File name: 8793_1.txt, Given class: neg, Original Class: neg

File name: 8170_1.txt, Given class: neg, Original Class: neg

File name: 251_2.txt, Given class: neg, Original Class: neg

File name: 3844_1.txt, Given class: neg, Original Class: neg

File name: 758_3.txt, Given class: neg, Original Class: neg

File name: 6524_3.txt, Given class: neg, Original Class: neg

File name: 8407_4.txt, Given class: neg, Original Class: neg

File name: 3740_1.txt, Given class: neg, Original Class: neg

File name: 4389_2.txt, Given class: neg, Original Class: neg

File name: 10984_1.txt, Given class: neg, Original Class: neg

File name: 11413_1.txt, Given class: neg, Original Class: neg

File name: 2134_4.txt, Given class: neg, Original Class: neg

File name: 6251_1.txt, Given class: neg, Original Class: neg

File name: 7243_2.txt, Given class: neg, Original Class: neg

File name: 3039_4.txt, Given class: neg, Original Class: neg

File name: 3286_1.txt, Given class: neg, Original Class: neg

File name: 7563_1.txt, Given class: neg, Original Class: neg

File name: 7214_2.txt, Given class: neg, Original Class: neg

File name: 10426_4.txt, Given class: pos, Original Class: neg

File name: 11977_1.txt, Given class: neg, Original Class: neg

File name: 6005_1.txt, Given class: neg, Original Class: neg

File name: 7787_3.txt, Given class: neg, Original Class: neg

File name: 10829_1.txt, Given class: neg, Original Class: neg

File name: 8787_4.txt, Given class: neg, Original Class: neg

File name: 2444_4.txt, Given class: neg, Original Class: neg

File name: 2208_3.txt, Given class: neg, Original Class: neg

File name: 6929_3.txt, Given class: neg, Original Class: neg

File name: 8547_3.txt, Given class: neg, Original Class: neg

File name: 11269_1.txt, Given class: neg, Original Class: neg

File name: 4096_1.txt, Given class: neg, Original Class: neg

File name: 11084_1.txt, Given class: neg, Original Class: neg

File name: 87_1.txt, Given class: neg, Original Class: neg

File name: 568_4.txt, Given class: neg, Original Class: neg

File name: 11563_1.txt, Given class: neg, Original Class: neg

File name: 5894_3.txt, Given class: neg, Original Class: neg

File name: 11188_2.txt, Given class: neg, Original Class: neg

File name: 1937_4.txt, Given class: neg, Original Class: neg

File name: 1465_3.txt, Given class: neg, Original Class: neg

File name: 10627_2.txt, Given class: neg, Original Class: neg

File name: 9099_1.txt, Given class: neg, Original Class: neg

File name: 10391_4.txt, Given class: neg, Original Class: neg

File name: 7822_1.txt, Given class: neg, Original Class: neg

File name: 6750_4.txt, Given class: pos, Original Class: neg

File name: 8725_1.txt, Given class: neg, Original Class: neg

File name: 5530_3.txt, Given class: neg, Original Class: neg

File name: 6138_4.txt, Given class: neg, Original Class: neg

File name: 7263_2.txt, Given class: pos, Original Class: neg

File name: 1366_3.txt, Given class: neg, Original Class: neg

File name: 10865_2.txt, Given class: neg, Original Class: neg

File name: 3319_1.txt, Given class: neg, Original Class: neg

File name: 3342_3.txt, Given class: neg, Original Class: neg

File name: 6723_1.txt, Given class: neg, Original Class: neg

File name: 4951_3.txt, Given class: neg, Original Class: neg

File name: 11703_4.txt, Given class: pos, Original Class: neg

File name: 1552_1.txt, Given class: neg, Original Class: neg

File name: 6458_3.txt, Given class: neg, Original Class: neg

File name: 7412_3.txt, Given class: neg, Original Class: neg

File name: 11945_4.txt, Given class: pos, Original Class: neg
