File name: 1135_8.txt, Given class: pos, Original Class: pos
File name: 7982_10.txt, Given class: pos, Original Class: pos

File name: 10879_10.txt, Given class: pos, Original Class: pos

File name: 7935_9.txt, Given class: pos, Original Class: pos

File name: 7759_9.txt, Given class: pos, Original Class: pos

File name: 9385_10.txt, Given class: neg, Original Class: pos

File name: 11275_8.txt, Given class: neg, Original Class: pos

File name: 6347_8.txt, Given class: pos, Original Class: pos

File name: 7962_10.txt, Given class: pos, Original Class: pos

File name: 1350_8.txt, Given class: pos, Original Class: pos

File name: 10917_8.txt, Given class: pos, Original Class: pos

File name: 7061_9.txt, Given class: pos, Original Class: pos

File name: 2820_10.txt, Given class: pos, Original Class: pos

File name: 11924_10.txt, Given class: neg, Original Class: pos

File name: 4627_7.txt, Given class: pos, Original Class: pos

File name: 3015_7.txt, Given class: neg, Original Class: pos

File name: 12190_9.txt, Given class: neg, Original Class: pos

File name: 3959_10.txt, Given class: pos, Original Class: pos

File name: 10075_10.txt, Given class: pos, Original Class: pos

File name: 1770_10.txt, Given class: pos, Original Class: pos

File name: 6125_7.txt, Given class: pos, Original Class: pos

File name: 10034_9.txt, Given class: pos, Original Class: pos

File name: 1439_8.txt, Given class: pos, Original Class: pos

File name: 1943_7.txt, Given class: neg, Original Class: pos

File name: 184_9.txt, Given class: pos, Original Class: pos

File name: 9651_8.txt, Given class: pos, Original Class: pos

File name: 10618_10.txt, Given class: pos, Original Class: pos

File name: 536_7.txt, Given class: neg, Original Class: pos

File name: 8948_9.txt, Given class: pos, Original Class: pos

File name: 5224_7.txt, Given class: pos, Original Class: pos

File name: 7703_8.txt, Given class: neg, Original Class: pos

File name: 4615_9.txt, Given class: pos, Original Class: pos

File name: 10464_10.txt, Given class: pos, Original Class: pos

File name: 8320_10.txt, Given class: pos, Original Class: pos

File name: 2260_8.txt, Given class: pos, Original Class: pos

File name: 1713_9.txt, Given class: pos, Original Class: pos

File name: 11755_7.txt, Given class: pos, Original Class: pos

File name: 11758_7.txt, Given class: pos, Original Class: pos

File name: 9493_10.txt, Given class: neg, Original Class: pos

File name: 10996_9.txt, Given class: pos, Original Class: pos

File name: 1546_7.txt, Given class: pos, Original Class: pos

File name: 8649_8.txt, Given class: pos, Original Class: pos

File name: 11430_7.txt, Given class: pos, Original Class: pos

File name: 3624_8.txt, Given class: pos, Original Class: pos

File name: 5522_10.txt, Given class: pos, Original Class: pos

File name: 4063_8.txt, Given class: neg, Original Class: pos

File name: 4032_8.txt, Given class: pos, Original Class: pos

File name: 7289_10.txt, Given class: pos, Original Class: pos

File name: 1404_10.txt, Given class: pos, Original Class: pos

File name: 6227_8.txt, Given class: neg, Original Class: pos

File name: 9070_10.txt, Given class: neg, Original Class: pos

File name: 1207_10.txt, Given class: pos, Original Class: pos

File name: 2535_10.txt, Given class: pos, Original Class: pos

File name: 7475_9.txt, Given class: neg, Original Class: pos

File name: 7206_10.txt, Given class: pos, Original Class: pos

File name: 7859_8.txt, Given class: pos, Original Class: pos

File name: 9271_10.txt, Given class: pos, Original Class: pos

File name: 9549_10.txt, Given class: pos, Original Class: pos

File name: 8607_10.txt, Given class: pos, Original Class: pos

File name: 3698_9.txt, Given class: neg, Original Class: pos

File name: 1360_7.txt, Given class: pos, Original Class: pos

File name: 4489_10.txt, Given class: pos, Original Class: pos

File name: 10044_8.txt, Given class: pos, Original Class: pos

File name: 2188_9.txt, Given class: pos, Original Class: pos

File name: 9488_9.txt, Given class: pos, Original Class: pos

File name: 5191_8.txt, Given class: pos, Original Class: pos

File name: 5352_10.txt, Given class: neg, Original Class: pos

File name: 4929_10.txt, Given class: pos, Original Class: pos

File name: 5520_10.txt, Given class: neg, Original Class: pos

File name: 3686_10.txt, Given class: pos, Original Class: pos

File name: 4684_9.txt, Given class: neg, Original Class: pos

File name: 6049_9.txt, Given class: pos, Original Class: pos

File name: 12105_10.txt, Given class: pos, Original Class: pos

File name: 3973_10.txt, Given class: pos, Original Class: pos

File name: 11075_8.txt, Given class: pos, Original Class: pos

File name: 334_9.txt, Given class: pos, Original Class: pos

File name: 5995_8.txt, Given class: pos, Original Class: pos

File name: 5885_10.txt, Given class: pos, Original Class: pos

File name: 850_7.txt, Given class: pos, Original Class: pos

File name: 10012_9.txt, Given class: neg, Original Class: pos

File name: 3368_8.txt, Given class: pos, Original Class: pos

File name: 1879_7.txt, Given class: neg, Original Class: pos

File name: 10669_7.txt, Given class: pos, Original Class: pos

File name: 5393_8.txt, Given class: pos, Original Class: pos

File name: 3084_10.txt, Given class: pos, Original Class: pos

File name: 4727_10.txt, Given class: pos, Original Class: pos

File name: 3607_8.txt, Given class: pos, Original Class: pos

File name: 12480_8.txt, Given class: pos, Original Class: pos

File name: 7809_10.txt, Given class: pos, Original Class: pos

File name: 3081_8.txt, Given class: pos, Original Class: pos

File name: 3423_9.txt, Given class: pos, Original Class: pos

File name: 10752_7.txt, Given class: pos, Original Class: pos

File name: 9767_10.txt, Given class: pos, Original Class: pos

File name: 8168_10.txt, Given class: pos, Original Class: pos

File name: 763_10.txt, Given class: pos, Original Class: pos

File name: 3587_10.txt, Given class: pos, Original Class: pos

File name: 10574_10.txt, Given class: pos, Original Class: pos

File name: 4307_9.txt, Given class: pos, Original Class: pos

File name: 5681_9.txt, Given class: neg, Original Class: pos

File name: 3594_10.txt, Given class: pos, Original Class: pos

File name: 10937_8.txt, Given class: pos, Original Class: pos

File name: 11713_9.txt, Given class: pos, Original Class: pos

File name: 3708_10.txt, Given class: pos, Original Class: pos

File name: 969_9.txt, Given class: pos, Original Class: pos

File name: 8393_10.txt, Given class: neg, Original Class: pos

File name: 10861_10.txt, Given class: pos, Original Class: pos

File name: 1566_8.txt, Given class: pos, Original Class: pos

File name: 12263_10.txt, Given class: pos, Original Class: pos

File name: 1794_9.txt, Given class: pos, Original Class: pos

File name: 4360_10.txt, Given class: pos, Original Class: pos

File name: 6311_9.txt, Given class: pos, Original Class: pos

File name: 2395_9.txt, Given class: neg, Original Class: pos

File name: 7527_7.txt, Given class: pos, Original Class: pos

File name: 5053_8.txt, Given class: pos, Original Class: pos

File name: 3396_10.txt, Given class: pos, Original Class: pos

File name: 2383_8.txt, Given class: neg, Original Class: pos

File name: 2178_7.txt, Given class: pos, Original Class: pos

File name: 8475_7.txt, Given class: pos, Original Class: pos

File name: 10051_8.txt, Given class: pos, Original Class: pos

File name: 2904_7.txt, Given class: pos, Original Class: pos

File name: 5939_7.txt, Given class: pos, Original Class: pos

File name: 10045_7.txt, Given class: pos, Original Class: pos

File name: 4185_9.txt, Given class: pos, Original Class: pos

File name: 3467_7.txt, Given class: pos, Original Class: pos

File name: 7212_9.txt, Given class: neg, Original Class: pos

File name: 3789_9.txt, Given class: pos, Original Class: pos

File name: 12102_10.txt, Given class: pos, Original Class: pos

File name: 531_10.txt, Given class: pos, Original Class: pos

File name: 3725_7.txt, Given class: pos, Original Class: pos

File name: 10856_10.txt, Given class: pos, Original Class: pos

File name: 11860_10.txt, Given class: pos, Original Class: pos

File name: 3277_7.txt, Given class: pos, Original Class: pos

File name: 1823_9.txt, Given class: pos, Original Class: pos

File name: 4487_9.txt, Given class: neg, Original Class: pos

File name: 4704_9.txt, Given class: pos, Original Class: pos

File name: 5541_7.txt, Given class: pos, Original Class: pos

File name: 10714_9.txt, Given class: pos, Original Class: pos

File name: 8981_9.txt, Given class: pos, Original Class: pos

File name: 3470_8.txt, Given class: pos, Original Class: pos

File name: 12361_9.txt, Given class: pos, Original Class: pos

File name: 4523_9.txt, Given class: pos, Original Class: pos

File name: 7255_9.txt, Given class: neg, Original Class: pos

File name: 9782_10.txt, Given class: pos, Original Class: pos

File name: 8713_9.txt, Given class: pos, Original Class: pos

File name: 9048_7.txt, Given class: pos, Original Class: pos

File name: 10951_7.txt, Given class: pos, Original Class: pos

File name: 9878_9.txt, Given class: pos, Original Class: pos

File name: 285_10.txt, Given class: pos, Original Class: pos

File name: 3998_10.txt, Given class: pos, Original Class: pos

File name: 10349_8.txt, Given class: pos, Original Class: pos

File name: 4306_7.txt, Given class: pos, Original Class: pos

File name: 11551_7.txt, Given class: pos, Original Class: pos

File name: 8205_10.txt, Given class: neg, Original Class: pos

File name: 1544_10.txt, Given class: pos, Original Class: pos

File name: 5334_7.txt, Given class: pos, Original Class: pos

File name: 8329_10.txt, Given class: pos, Original Class: pos

File name: 12252_8.txt, Given class: pos, Original Class: pos

File name: 3885_7.txt, Given class: neg, Original Class: pos

File name: 5886_8.txt, Given class: pos, Original Class: pos

File name: 5381_10.txt, Given class: pos, Original Class: pos

File name: 8176_7.txt, Given class: pos, Original Class: pos

File name: 4283_9.txt, Given class: neg, Original Class: pos

File name: 6282_10.txt, Given class: pos, Original Class: pos

File name: 3281_10.txt, Given class: neg, Original Class: pos

File name: 11759_10.txt, Given class: pos, Original Class: pos

File name: 12088_7.txt, Given class: pos, Original Class: pos

File name: 9108_10.txt, Given class: neg, Original Class: pos

File name: 5508_7.txt, Given class: neg, Original Class: pos

File name: 983_7.txt, Given class: neg, Original Class: pos

File name: 9555_9.txt, Given class: neg, Original Class: pos

File name: 3952_10.txt, Given class: pos, Original Class: pos

File name: 1530_10.txt, Given class: pos, Original Class: pos

File name: 1407_7.txt, Given class: pos, Original Class: pos

File name: 8668_8.txt, Given class: pos, Original Class: pos

File name: 6796_10.txt, Given class: pos, Original Class: pos

File name: 8245_10.txt, Given class: pos, Original Class: pos

File name: 7057_7.txt, Given class: neg, Original Class: pos

File name: 12421_8.txt, Given class: pos, Original Class: pos

File name: 12415_8.txt, Given class: neg, Original Class: pos

File name: 8534_10.txt, Given class: neg, Original Class: pos

File name: 2500_8.txt, Given class: neg, Original Class: pos

File name: 3265_7.txt, Given class: pos, Original Class: pos

File name: 6936_9.txt, Given class: neg, Original Class: pos

File name: 12312_10.txt, Given class: pos, Original Class: pos

File name: 2969_9.txt, Given class: pos, Original Class: pos

File name: 10084_10.txt, Given class: pos, Original Class: pos

File name: 10321_10.txt, Given class: pos, Original Class: pos

File name: 5525_7.txt, Given class: pos, Original Class: pos

File name: 8867_10.txt, Given class: pos, Original Class: pos

File name: 12401_10.txt, Given class: neg, Original Class: pos

File name: 3601_9.txt, Given class: pos, Original Class: pos

File name: 11578_10.txt, Given class: pos, Original Class: pos

File name: 4184_10.txt, Given class: neg, Original Class: pos

File name: 11515_7.txt, Given class: pos, Original Class: pos

File name: 4631_10.txt, Given class: pos, Original Class: pos

File name: 9050_9.txt, Given class: neg, Original Class: pos

File name: 8598_8.txt, Given class: pos, Original Class: pos

File name: 11036_7.txt, Given class: pos, Original Class: pos

File name: 3427_10.txt, Given class: pos, Original Class: pos

File name: 176_9.txt, Given class: pos, Original Class: pos

File name: 10532_9.txt, Given class: pos, Original Class: pos

File name: 6976_10.txt, Given class: pos, Original Class: pos

File name: 1178_10.txt, Given class: pos, Original Class: pos

File name: 4445_10.txt, Given class: neg, Original Class: pos

File name: 3701_10.txt, Given class: neg, Original Class: pos

File name: 332_10.txt, Given class: pos, Original Class: pos

File name: 5802_8.txt, Given class: pos, Original Class: pos

File name: 2605_9.txt, Given class: pos, Original Class: pos

File name: 8654_8.txt, Given class: neg, Original Class: pos

File name: 4255_9.txt, Given class: pos, Original Class: pos

File name: 9206_10.txt, Given class: pos, Original Class: pos

File name: 5031_7.txt, Given class: pos, Original Class: pos

File name: 460_8.txt, Given class: pos, Original Class: pos

File name: 7860_10.txt, Given class: pos, Original Class: pos

File name: 2290_10.txt, Given class: pos, Original Class: pos

File name: 2087_9.txt, Given class: pos, Original Class: pos

File name: 601_10.txt, Given class: neg, Original Class: pos

File name: 12036_7.txt, Given class: pos, Original Class: pos

File name: 101_9.txt, Given class: neg, Original Class: pos

File name: 9955_9.txt, Given class: pos, Original Class: pos

File name: 4026_9.txt, Given class: pos, Original Class: pos
